Facility Name,State,Condition,Excess Ratio,Predicted Rate,Expected Rate,Number of Readmissions,Variance,Above/Below National Flag
MERCY REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9357,15.5563,16.6246,26,-1.0683,At/Below National
MERCY REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0274,20.827,20.2711,59,0.5559,Above National
MERCY REGIONAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0556,19.1664,18.157,29,1.0094,Above National
MERCY REGIONAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.068,14.5729,13.6448,16,0.9281,Above National
UPPER VALLEY MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0487,16.3758,15.6151,34,0.7607,Above National
UPPER VALLEY MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0108,19.0156,18.8123,50,0.2033,Above National
UPPER VALLEY MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.1581,19.9937,17.2645,23,2.7292,Above National
CLINTON MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,1.0871,21.5352,19.8101,20,1.7251,Above National
CLINTON MEMORIAL HOSPITAL,OH,READM-30-COPD-HRRP,1.0074,19.8738,19.7275,11,0.1463,Above National
BETHESDA NORTH,OH,READM-30-PN-HRRP,0.9805,15.6053,15.9157,109,-0.3104,At/Below National
BETHESDA NORTH,OH,READM-30-HF-HRRP,1.043,18.9661,18.1835,163,0.7826,Above National
BETHESDA NORTH,OH,READM-30-COPD-HRRP,1.0097,17.3805,17.2139,39,0.1666,Above National
BETHESDA NORTH,OH,READM-30-CABG-HRRP,0.9545,9.4639,9.9153,14,-0.4514,At/Below National
BETHESDA NORTH,OH,READM-30-AMI-HRRP,1.0706,13.5866,12.69,61,0.8966,Above National
CLEVELAND CLINIC,OH,READM-30-PN-HRRP,1.0894,20.0522,18.4071,68,1.6451,Above National
CLEVELAND CLINIC,OH,READM-30-HIP-KNEE-HRRP,0.876,5.5295,6.3125,19,-0.783,At/Below National
CLEVELAND CLINIC,OH,READM-30-HF-HRRP,0.9496,20.1939,21.2649,276,-1.071,At/Below National
CLEVELAND CLINIC,OH,READM-30-COPD-HRRP,1.0356,20.2788,19.5819,30,0.6969,Above National
CLEVELAND CLINIC,OH,READM-30-CABG-HRRP,0.8076,8.2562,10.2234,25,-1.9672,At/Below National
CLEVELAND CLINIC,OH,READM-30-AMI-HRRP,1.0309,15.2142,14.7586,80,0.4556,Above National
SALEM REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9753,16.0907,16.4982,21,-0.4075,At/Below National
SALEM REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.006,19.6165,19.4997,22,0.1168,Above National
MARY RUTAN HOSPITAL,OH,READM-30-HF-HRRP,1.0077,17.9642,17.8275,14,0.1367,Above National
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9965,16.6108,16.6693,28,-0.0585,At/Below National
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,0.981,19.7523,20.1354,18,-0.3831,At/Below National
GRADY MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,1.0143,18.3639,18.1044,21,0.2595,Above National
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,OH,READM-30-PN-HRRP,1.0281,17.8106,17.3236,32,0.487,Above National
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,OH,READM-30-HF-HRRP,1.0331,21.4345,20.7478,60,0.6867,Above National
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,OH,READM-30-COPD-HRRP,1.0089,20.6413,20.459,21,0.1823,Above National
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,OH,READM-30-AMI-HRRP,1.1284,15.4248,13.669,27,1.7558,Above National
LICKING MEMORIAL HOSPITAL,OH,READM-30-PN-HRRP,1.0188,16.0882,15.7911,36,0.2971,Above National
LICKING MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,1.0267,19.2563,18.7558,65,0.5005,Above National
LICKING MEMORIAL HOSPITAL,OH,READM-30-COPD-HRRP,0.9815,17.7645,18.0989,20,-0.3344,At/Below National
LICKING MEMORIAL HOSPITAL,OH,READM-30-AMI-HRRP,1.0066,11.9072,11.8287,14,0.0785,Above National
HILLCREST HOSPITAL,OH,READM-30-PN-HRRP,0.9365,15.629,16.6894,117,-1.0604,At/Below National
HILLCREST HOSPITAL,OH,READM-30-HF-HRRP,1.057,21.0242,19.8913,235,1.1329,Above National
HILLCREST HOSPITAL,OH,READM-30-COPD-HRRP,1.005,19.54,19.4424,39,0.0976,Above National
HILLCREST HOSPITAL,OH,READM-30-AMI-HRRP,0.9723,13.4633,13.8472,49,-0.3839,At/Below National
MERCY HEALTH - WEST HOSPITAL,OH,READM-30-PN-HRRP,1.0218,16.1033,15.7601,81,0.3432,Above National
MERCY HEALTH - WEST HOSPITAL,OH,READM-30-HF-HRRP,1.0633,20.688,19.4562,90,1.2318,Above National
MERCY HEALTH - WEST HOSPITAL,OH,READM-30-COPD-HRRP,1.0978,21.2688,19.374,27,1.8948,Above National
MERCY HEALTH - WEST HOSPITAL,OH,READM-30-AMI-HRRP,1.0551,13.9906,13.2594,24,0.7312,Above National
MERCY HEALTH - CLERMONT HOSPITAL,OH,READM-30-PN-HRRP,1.0301,17.8164,17.295,58,0.5214,Above National
MERCY HEALTH - CLERMONT HOSPITAL,OH,READM-30-HF-HRRP,0.9482,19.2613,20.3125,29,-1.0512,At/Below National
MERCY HEALTH - CLERMONT HOSPITAL,OH,READM-30-COPD-HRRP,1.0888,20.8725,19.1696,35,1.7029,Above National
KETTERING HEALTH MIAMISBURG,OH,READM-30-PN-HRRP,0.9804,16.1419,16.4638,24,-0.3219,At/Below National
KETTERING HEALTH MIAMISBURG,OH,READM-30-HF-HRRP,1.0641,21.7436,20.4338,71,1.3098,Above National
KETTERING HEALTH MIAMISBURG,OH,READM-30-COPD-HRRP,1.0329,22.1277,21.422,18,0.7057,Above National
BAY PARK COMMUNITY HOSPITAL,OH,READM-30-PN-HRRP,1.0233,16.1433,15.775,19,0.3683,Above National
BAY PARK COMMUNITY HOSPITAL,OH,READM-30-HF-HRRP,1.0477,20.6889,19.7464,36,0.9425,Above National
INSTITUTE FOR ORTHOPAEDIC SURGERY,OH,READM-30-HIP-KNEE-HRRP,0.999,4.0569,4.0609,18,-0.004,At/Below National
MERCY HEALTH - DEFIANCE HOSPITAL,OH,READM-30-PN-HRRP,0.965,16.5947,17.196,16,-0.6013,At/Below National
MERCY HEALTH - DEFIANCE HOSPITAL,OH,READM-30-HF-HRRP,0.991,20.9831,21.1747,26,-0.1916,At/Below National
HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,OH,READM-30-PN-HRRP,1.074,17.7993,16.5736,69,1.2257,Above National
HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,OH,READM-30-HF-HRRP,1.0382,20.3692,19.6205,110,0.7487,Above National
HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,OH,READM-30-COPD-HRRP,0.9272,15.2539,16.4516,21,-1.1977,At/Below National
DUBLIN METHODIST HOSPITAL,OH,READM-30-PN-HRRP,0.9894,14.9138,15.0735,23,-0.1597,At/Below National
DUBLIN METHODIST HOSPITAL,OH,READM-30-HF-HRRP,1.0252,18.6855,18.2268,49,0.4587,Above National
CRYSTAL CLINIC ORTHOPAEDIC CENTER,OH,READM-30-HIP-KNEE-HRRP,0.7555,3.1947,4.2288,31,-1.0341,At/Below National
WEST CHESTER HOSPITAL,OH,READM-30-PN-HRRP,1.0642,16.8776,15.8588,66,1.0188,Above National
WEST CHESTER HOSPITAL,OH,READM-30-HF-HRRP,1.1412,21.9331,19.2202,91,2.7129,Above National
WEST CHESTER HOSPITAL,OH,READM-30-COPD-HRRP,0.9789,19.6372,20.0614,23,-0.4242,At/Below National
WEST CHESTER HOSPITAL,OH,READM-30-AMI-HRRP,0.9839,12.7879,12.9973,17,-0.2094,At/Below National
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0226,16.8561,16.4837,58,0.3724,Above National
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,OH,READM-30-HF-HRRP,1.1008,21.5243,19.5537,119,1.9706,Above National
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0003,19.3689,19.3633,19,0.0056,Above National
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0914,12.7502,11.682,18,1.0682,Above National
SOIN MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9326,15.9633,17.1161,43,-1.1528,At/Below National
SOIN MEDICAL CENTER,OH,READM-30-HF-HRRP,1.1514,23.7135,20.595,98,3.1185,Above National
SOIN MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0941,21.329,19.4948,37,1.8342,Above National
SOIN MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0852,15.1846,13.9921,21,1.1925,Above National
CLEVELAND CLINIC AVON HOSPITAL,OH,READM-30-PN-HRRP,1.0343,17.5371,16.9551,63,0.582,Above National
CLEVELAND CLINIC AVON HOSPITAL,OH,READM-30-HF-HRRP,1.0075,20.4897,20.3364,112,0.1533,Above National
CLEVELAND CLINIC AVON HOSPITAL,OH,READM-30-COPD-HRRP,0.9529,17.4874,18.3518,17,-0.8644,At/Below National
AVITA ONTARIO,OH,READM-30-PN-HRRP,1.004,17.5003,17.4304,12,0.0699,Above National
AVITA ONTARIO,OH,READM-30-HF-HRRP,1.0573,22.5944,21.3703,16,1.2241,Above National
KETTERING HEALTH TROY,OH,READM-30-PN-HRRP,1.0163,15.1784,14.9346,12,0.2438,Above National
KETTERING HEALTH TROY,OH,READM-30-HF-HRRP,0.9586,17.9735,18.7498,19,-0.7763,At/Below National
HILLCREST MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9283,17.0858,18.4054,75,-1.3196,At/Below National
HILLCREST MEDICAL CENTER,OK,READM-30-HF-HRRP,0.9457,21.3751,22.6013,121,-1.2262,At/Below National
HILLCREST MEDICAL CENTER,OK,READM-30-COPD-HRRP,0.956,19.6448,20.5483,30,-0.9035,At/Below National
HILLCREST MEDICAL CENTER,OK,READM-30-CABG-HRRP,1.0766,12.5197,11.6293,22,0.8904,Above National
HILLCREST MEDICAL CENTER,OK,READM-30-AMI-HRRP,0.927,13.6099,14.6816,35,-1.0717,At/Below National
ALLIANCEHEALTH WOODWARD,OK,READM-30-PN-HRRP,0.9657,14.6554,15.1758,16,-0.5204,At/Below National
INTEGRIS HEALTH PONCA CITY,OK,READM-30-PN-HRRP,1.0013,14.1983,14.1796,14,0.0187,Above National
INTEGRIS HEALTH PONCA CITY,OK,READM-30-HF-HRRP,0.9977,18.1568,18.1992,14,-0.0424,At/Below National
NORMAN REGIONAL,OK,READM-30-PN-HRRP,0.9836,14.9845,15.2351,44,-0.2506,At/Below National
NORMAN REGIONAL,OK,READM-30-HF-HRRP,1.0475,20.6406,19.7053,65,0.9353,Above National
NORMAN REGIONAL,OK,READM-30-COPD-HRRP,0.9496,18.1169,19.0777,72,-0.9608,At/Below National
NORMAN REGIONAL,OK,READM-30-AMI-HRRP,0.9758,12.3602,12.6673,29,-0.3071,At/Below National
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM-30-PN-HRRP,0.8411,13.3984,15.9301,83,-2.5317,At/Below National
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM-30-HIP-KNEE-HRRP,1.2019,5.7034,4.7451,14,0.9583,Above National
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM-30-HF-HRRP,0.9198,18.5642,20.1822,35,-1.618,At/Below National
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM-30-COPD-HRRP,0.9897,18.0646,18.2532,27,-0.1886,At/Below National
ALLIANCEHEALTH DURANT,OK,READM-30-PN-HRRP,1.2103,19.658,16.2428,86,3.4152,Above National
ALLIANCEHEALTH DURANT,OK,READM-30-HF-HRRP,1.2059,23.8287,19.7605,61,4.0682,Above National
ALLIANCEHEALTH DURANT,OK,READM-30-COPD-HRRP,1.1876,23.5787,19.8543,60,3.7244,Above National
ALLIANCEHEALTH DURANT,OK,READM-30-AMI-HRRP,1.0877,17.5616,16.146,33,1.4156,Above National
INTEGRIS BASS BAPTIST HEALTH CENTER,OK,READM-30-PN-HRRP,0.9942,14.157,14.2392,21,-0.0822,At/Below National
INTEGRIS BASS BAPTIST HEALTH CENTER,OK,READM-30-COPD-HRRP,1.0028,16.6657,16.6188,19,0.0469,Above National
ASCENSION ST JOHN JANE PHILLIPS,OK,READM-30-PN-HRRP,0.9743,14.5869,14.9717,33,-0.3848,At/Below National
ASCENSION ST JOHN JANE PHILLIPS,OK,READM-30-HF-HRRP,0.9571,18.2752,19.0952,41,-0.82,At/Below National
GREAT PLAINS REGIONAL MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9943,14.5369,14.6201,13,-0.0832,At/Below National
MERCY HOSPITAL ADA,OK,READM-30-PN-HRRP,1.0406,16.9803,16.3182,46,0.6621,Above National
MERCY HOSPITAL ADA,OK,READM-30-HF-HRRP,0.994,17.5643,17.6704,37,-0.1061,At/Below National
MERCY HOSPITAL ADA,OK,READM-30-COPD-HRRP,1.0691,20.3344,19.0199,18,1.3145,Above National
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,OK,READM-30-PN-HRRP,0.9852,14.2694,14.4835,16,-0.2141,At/Below National
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,OK,READM-30-HF-HRRP,0.9909,17.0042,17.1609,14,-0.1567,At/Below National
"DUNCAN REGIONAL HOSPITAL, INC",OK,READM-30-PN-HRRP,0.9869,14.9436,15.1425,45,-0.1989,At/Below National
"DUNCAN REGIONAL HOSPITAL, INC",OK,READM-30-HF-HRRP,0.9422,17.6634,18.7462,39,-1.0828,At/Below National
"DUNCAN REGIONAL HOSPITAL, INC",OK,READM-30-COPD-HRRP,0.9498,16.5053,17.3784,21,-0.8731,At/Below National
SAINT FRANCIS HOSPITAL MUSKOGEE,OK,READM-30-PN-HRRP,1.062,18.4975,17.4181,80,1.0794,Above National
SAINT FRANCIS HOSPITAL MUSKOGEE,OK,READM-30-HF-HRRP,1.0206,22.6579,22.2015,103,0.4564,Above National
SAINT FRANCIS HOSPITAL MUSKOGEE,OK,READM-30-COPD-HRRP,1.0038,20.5821,20.5032,34,0.0789,Above National
ST MARY'S REGIONAL MEDICAL CENTER,OK,READM-30-PN-HRRP,0.996,16.1856,16.2511,41,-0.0655,At/Below National
ST MARY'S REGIONAL MEDICAL CENTER,OK,READM-30-HF-HRRP,0.9352,18.6344,19.9259,30,-1.2915,At/Below National
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,READM-30-PN-HRRP,0.9222,14.7215,15.9634,100,-1.2419,At/Below National
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,READM-30-HF-HRRP,0.902,18.274,20.2596,107,-1.9856,At/Below National
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,READM-30-COPD-HRRP,0.9886,18.7101,18.926,47,-0.2159,At/Below National
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,READM-30-CABG-HRRP,0.9923,10.6267,10.7087,21,-0.082,At/Below National
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,READM-30-AMI-HRRP,1.0591,13.5623,12.8052,54,0.7571,Above National
MCALESTER REGIONAL HEALTH CENTER,OK,READM-30-PN-HRRP,0.9707,14.2661,14.6971,22,-0.431,At/Below National
MCALESTER REGIONAL HEALTH CENTER,OK,READM-30-HF-HRRP,0.9443,17.157,18.1699,23,-1.0129,At/Below National
MCALESTER REGIONAL HEALTH CENTER,OK,READM-30-COPD-HRRP,1.0844,17.6169,16.2459,19,1.371,Above National
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,READM-30-PN-HRRP,0.9936,16.509,16.6154,76,-0.1064,At/Below National
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,READM-30-HIP-KNEE-HRRP,0.7485,3.7546,5.0164,26,-1.2618,At/Below National
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,READM-30-HF-HRRP,1.0264,20.2341,19.7129,84,0.5212,Above National
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,READM-30-COPD-HRRP,0.9653,16.7787,17.3817,17,-0.603,At/Below National
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,READM-30-AMI-HRRP,0.9058,13.5361,14.9437,20,-1.4076,At/Below National
HILLCREST HOSPITAL CLAREMORE,OK,READM-30-PN-HRRP,0.9646,13.8892,14.3983,14,-0.5091,At/Below National
HILLCREST HOSPITAL CLAREMORE,OK,READM-30-HF-HRRP,0.9201,17.4542,18.9696,15,-1.5154,At/Below National
"MERCY HOSPITAL ARDMORE, INC",OK,READM-30-PN-HRRP,0.9844,17.552,17.8301,70,-0.2781,At/Below National
"MERCY HOSPITAL ARDMORE, INC",OK,READM-30-HF-HRRP,0.9529,19.3723,20.3304,52,-0.9581,At/Below National
"MERCY HOSPITAL ARDMORE, INC",OK,READM-30-COPD-HRRP,1.0387,19.8181,19.0794,20,0.7387,Above National
STILLWATER MEDICAL CENTER,OK,READM-30-PN-HRRP,1.0396,15.7384,15.1392,38,0.5992,Above National
STILLWATER MEDICAL CENTER,OK,READM-30-HIP-KNEE-HRRP,0.7944,3.2386,4.077,13,-0.8384,At/Below National
STILLWATER MEDICAL CENTER,OK,READM-30-HF-HRRP,1.0934,19.5459,17.8761,49,1.6698,Above National
STILLWATER MEDICAL CENTER,OK,READM-30-COPD-HRRP,1.077,19.2195,17.8446,24,1.3749,Above National
STILLWATER MEDICAL CENTER,OK,READM-30-AMI-HRRP,1.0053,11.4126,11.3525,12,0.0601,Above National
GRADY MEMORIAL HOSPITAL,OK,READM-30-HF-HRRP,0.9994,17.5208,17.5305,11,-0.0097,At/Below National
COMANCHE COUNTY MEMORIAL HOSPITAL,OK,READM-30-PN-HRRP,1.0938,19.0313,17.3989,109,1.6324,Above National
COMANCHE COUNTY MEMORIAL HOSPITAL,OK,READM-30-HIP-KNEE-HRRP,1.2986,6.2885,4.8425,13,1.446,Above National
COMANCHE COUNTY MEMORIAL HOSPITAL,OK,READM-30-HF-HRRP,1.1309,22.0405,19.4898,136,2.5507,Above National
COMANCHE COUNTY MEMORIAL HOSPITAL,OK,READM-30-COPD-HRRP,1.0123,20.2096,19.9634,42,0.2462,Above National
COMANCHE COUNTY MEMORIAL HOSPITAL,OK,READM-30-AMI-HRRP,1.1312,13.2974,11.7554,28,1.542,Above National
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,READM-30-PN-HRRP,1.0172,15.5668,15.3032,15,0.2636,Above National
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,READM-30-HF-HRRP,1.06,21.1336,19.9372,35,1.1964,Above National
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,READM-30-COPD-HRRP,1.0096,21.633,21.4271,11,0.2059,Above National
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,READM-30-AMI-HRRP,1.1093,15.9451,14.3739,18,1.5712,Above National
NORTHEASTERN HEALTH SYSTEM,OK,READM-30-PN-HRRP,0.9455,14.6742,15.5194,14,-0.8452,At/Below National
NORTHEASTERN HEALTH SYSTEM,OK,READM-30-HF-HRRP,1.114,22.3245,20.0394,48,2.2851,Above National
NORTHEASTERN HEALTH SYSTEM,OK,READM-30-COPD-HRRP,1.0459,22.3672,21.3855,15,0.9817,Above National
NORTHEASTERN HEALTH SYSTEM,OK,READM-30-AMI-HRRP,1.0678,16.1583,15.132,12,1.0263,Above National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-PN-HRRP,1.0241,17.6348,17.2192,166,0.4156,Above National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-HIP-KNEE-HRRP,1.1131,5.8376,5.2447,22,0.5929,Above National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-HF-HRRP,0.9704,19.8513,20.4569,194,-0.6056,At/Below National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-COPD-HRRP,1.0337,21.5783,20.8739,85,0.7044,Above National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-CABG-HRRP,0.91,9.715,10.6758,22,-0.9608,At/Below National
"SAINT FRANCIS HOSPITAL, INC",OK,READM-30-AMI-HRRP,0.9423,12.8778,13.6667,51,-0.7889,At/Below National
O U MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9976,18.3449,18.3884,49,-0.0435,At/Below National
O U MEDICAL CENTER,OK,READM-30-HF-HRRP,0.9806,20.0686,20.4665,54,-0.3979,At/Below National
O U MEDICAL CENTER,OK,READM-30-COPD-HRRP,0.975,19.2953,19.7901,26,-0.4948,At/Below National
O U MEDICAL CENTER,OK,READM-30-AMI-HRRP,1.0051,14.8247,14.7489,17,0.0758,Above National
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,OK,READM-30-PN-HRRP,1.0034,16.2439,16.1894,41,0.0545,Above National
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,OK,READM-30-HF-HRRP,1.0367,21.6005,20.8353,35,0.7652,Above National
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,OK,READM-30-COPD-HRRP,0.998,17.9752,18.0109,13,-0.0357,At/Below National
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,OK,READM-30-AMI-HRRP,1.0774,16.6498,15.4542,20,1.1956,Above National
SOUTHWESTERN MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9521,14.5045,15.2335,24,-0.729,At/Below National
SOUTHWESTERN MEDICAL CENTER,OK,READM-30-HF-HRRP,1.0544,21.5366,20.4248,23,1.1118,Above National
CHOCTAW MEMORIAL HOSPITAL,OK,READM-30-PN-HRRP,0.9857,13.3278,13.5208,12,-0.193,At/Below National
CHOCTAW MEMORIAL HOSPITAL,OK,READM-30-HF-HRRP,1.065,18.6065,17.4717,17,1.1348,Above National
INTEGRIS SOUTHWEST MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9924,15.7132,15.833,57,-0.1198,At/Below National
INTEGRIS SOUTHWEST MEDICAL CENTER,OK,READM-30-HF-HRRP,0.9593,19.3891,20.2124,50,-0.8233,At/Below National
INTEGRIS SOUTHWEST MEDICAL CENTER,OK,READM-30-COPD-HRRP,1.0136,19.3476,19.0874,26,0.2602,Above National
INTEGRIS SOUTHWEST MEDICAL CENTER,OK,READM-30-AMI-HRRP,0.9727,13.4719,13.8498,12,-0.3779,At/Below National
INTEGRIS GROVE HOSPITAL,OK,READM-30-PN-HRRP,1.0279,15.2737,14.8585,20,0.4152,Above National
INTEGRIS GROVE HOSPITAL,OK,READM-30-HF-HRRP,1.0388,19.8781,19.135,13,0.7431,Above National
ASCENSION ST JOHN MEDICAL CENTER,OK,READM-30-PN-HRRP,0.9667,15.97,16.5205,71,-0.5505,At/Below National
ASCENSION ST JOHN MEDICAL CENTER,OK,READM-30-HF-HRRP,0.9174,18.6563,20.336,129,-1.6797,At/Below National
ASCENSION ST JOHN MEDICAL CENTER,OK,READM-30-COPD-HRRP,1.0757,22.2452,20.6793,45,1.5659,Above National
ASCENSION ST JOHN MEDICAL CENTER,OK,READM-30-AMI-HRRP,1.0543,14.1982,13.4669,43,0.7313,Above National
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,OK,READM-30-PN-HRRP,1.0066,15.5241,15.4226,29,0.1015,Above National
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,OK,READM-30-HF-HRRP,0.904,17.4455,19.2986,11,-1.8531,At/Below National
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,OK,READM-30-PN-HRRP,1.01,14.3371,14.1957,18,0.1414,Above National
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,OK,READM-30-HF-HRRP,1.0258,19.4132,18.9245,21,0.4887,Above National
HILLCREST HOSPITAL SOUTH,OK,READM-30-PN-HRRP,0.9262,14.5801,15.741,42,-1.1609,At/Below National
HILLCREST HOSPITAL SOUTH,OK,READM-30-HF-HRRP,1.0052,21.7655,21.6533,87,0.1122,Above National
HILLCREST HOSPITAL SOUTH,OK,READM-30-COPD-HRRP,1.0631,19.4443,18.29,25,1.1543,Above National
HILLCREST HOSPITAL SOUTH,OK,READM-30-AMI-HRRP,0.9828,13.0837,13.3123,15,-0.2286,At/Below National
"OKLAHOMA SURGICAL HOSPITAL, LLC",OK,READM-30-HIP-KNEE-HRRP,0.7038,3.0706,4.363,31,-1.2924,At/Below National
INTEGRIS CANADIAN VALLEY HOSPITAL,OK,READM-30-PN-HRRP,1.0276,14.6906,14.2957,35,0.3949,Above National
INTEGRIS CANADIAN VALLEY HOSPITAL,OK,READM-30-HF-HRRP,1.0069,18.2429,18.1171,20,0.1258,Above National
"OKLAHOMA HEART HOSPITAL, LLC",OK,READM-30-PN-HRRP,1.0154,16.8044,16.5492,38,0.2552,Above National
"OKLAHOMA HEART HOSPITAL, LLC",OK,READM-30-HF-HRRP,1.0111,19.0649,18.8562,208,0.2087,Above National
"OKLAHOMA HEART HOSPITAL, LLC",OK,READM-30-CABG-HRRP,0.9808,10.1058,10.3036,79,-0.1978,At/Below National
"OKLAHOMA HEART HOSPITAL, LLC",OK,READM-30-AMI-HRRP,0.9489,11.72,12.3511,109,-0.6311,At/Below National
"SAINT FRANCIS HOSPITAL SOUTH, LLC",OK,READM-30-PN-HRRP,1.0042,15.5269,15.4618,45,0.0651,Above National
"SAINT FRANCIS HOSPITAL SOUTH, LLC",OK,READM-30-HF-HRRP,0.9162,17.0638,18.6254,37,-1.5616,At/Below National
"SAINT FRANCIS HOSPITAL SOUTH, LLC",OK,READM-30-COPD-HRRP,1.0397,18.3132,17.6139,24,0.6993,Above National
MCBRIDE ORTHOPEDIC HOSPITAL,OK,READM-30-HIP-KNEE-HRRP,0.6702,2.58,3.8494,41,-1.2694,At/Below National
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OK,READM-30-PN-HRRP,0.9434,17.7587,18.8232,15,-1.0645,At/Below National
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OK,READM-30-HF-HRRP,0.8404,17.0757,20.3184,94,-3.2427,At/Below National
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OK,READM-30-AMI-HRRP,0.957,13.7621,14.3808,55,-0.6187,At/Below National
INTEGRIS HEALTH EDMOND HOSPITAL,OK,READM-30-PN-HRRP,0.9509,14.2388,14.9744,27,-0.7356,At/Below National
INTEGRIS HEALTH EDMOND HOSPITAL,OK,READM-30-HF-HRRP,0.9098,16.9811,18.6654,13,-1.6843,At/Below National
INTEGRIS HEALTH EDMOND HOSPITAL,OK,READM-30-AMI-HRRP,1.0668,14.3418,13.4439,13,0.8979,Above National
"SAINT FRANCIS HOSPITAL VINITA, INC",OK,READM-30-PN-HRRP,1.0313,14.8729,14.4222,23,0.4507,Above National
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,OK,READM-30-PN-HRRP,1.0671,15.1885,14.2336,11,0.9549,Above National
MID-COLUMBIA MEDICAL CENTER,OR,READM-30-HF-HRRP,0.9542,17.5712,18.4144,14,-0.8432,At/Below National
ASANTE THREE RIVERS MEDICAL CENTER,OR,READM-30-PN-HRRP,0.9262,12.7085,13.7214,16,-1.0129,At/Below National
ASANTE THREE RIVERS MEDICAL CENTER,OR,READM-30-HF-HRRP,0.8462,15.1396,17.8913,17,-2.7517,At/Below National
